:START_ID,:END_ID,:TYPE,evidenceStatus
component-regulatory:state-and-idempotency-nist-800-53,regulation:nist-800-53,REGULATORY_CONTEXT,CURATED_REGULATORY_RELEVANCE
component-regulatory:validation-and-contract-binding-nist-800-53,component-type:validation-and-contract-binding,MAPS_COMPONENT_TYPE,CURATED_REGULATORY_RELEVANCE
component-regulatory:validation-and-contract-binding-nist-800-53,regulation:nist-800-53,REGULATORY_CONTEXT,CURATED_REGULATORY_RELEVANCE
component-regulatory:validation-and-contract-binding-bcbs-239,component-type:validation-and-contract-binding,MAPS_COMPONENT_TYPE,CURATED_REGULATORY_RELEVANCE
component-regulatory:validation-and-contract-binding-bcbs-239,regulation:bcbs-239,REGULATORY_CONTEXT,CURATED_REGULATORY_RELEVANCE
component-regulatory:validation-and-contract-binding-eu-ai-act,component-type:validation-and-contract-binding,MAPS_COMPONENT_TYPE,CURATED_REGULATORY_RELEVANCE
component-regulatory:validation-and-contract-binding-eu-ai-act,regulation:eu-ai-act,REGULATORY_CONTEXT,CURATED_REGULATORY_RELEVANCE
component-regulatory:metadata-registration-gdpr,component-type:metadata-registration,MAPS_COMPONENT_TYPE,CURATED_REGULATORY_RELEVANCE
component-regulatory:metadata-registration-gdpr,regulation:gdpr,REGULATORY_CONTEXT,CURATED_REGULATORY_RELEVANCE
component-regulatory:metadata-registration-iso-11179,component-type:metadata-registration,MAPS_COMPONENT_TYPE,CURATED_REGULATORY_RELEVANCE
component-regulatory:metadata-registration-iso-11179,regulation:iso-11179,REGULATORY_CONTEXT,CURATED_REGULATORY_RELEVANCE
component-regulatory:metadata-registration-bcbs-239,component-type:metadata-registration,MAPS_COMPONENT_TYPE,CURATED_REGULATORY_RELEVANCE
component-regulatory:metadata-registration-bcbs-239,regulation:bcbs-239,REGULATORY_CONTEXT,CURATED_REGULATORY_RELEVANCE
component-regulatory:metadata-registration-hipaa,component-type:metadata-registration,MAPS_COMPONENT_TYPE,CURATED_REGULATORY_RELEVANCE
component-regulatory:metadata-registration-hipaa,regulation:hipaa,REGULATORY_CONTEXT,CURATED_REGULATORY_RELEVANCE
component-regulatory:metadata-registration-nist-800-53,component-type:metadata-registration,MAPS_COMPONENT_TYPE,CURATED_REGULATORY_RELEVANCE
component-regulatory:metadata-registration-nist-800-53,regulation:nist-800-53,REGULATORY_CONTEXT,CURATED_REGULATORY_RELEVANCE
component-regulatory:failure-isolation-nist-800-53,component-type:failure-isolation,MAPS_COMPONENT_TYPE,CURATED_REGULATORY_RELEVANCE
component-regulatory:failure-isolation-nist-800-53,regulation:nist-800-53,REGULATORY_CONTEXT,CURATED_REGULATORY_RELEVANCE
component-regulatory:failure-isolation-dora-art9,component-type:failure-isolation,MAPS_COMPONENT_TYPE,CURATED_REGULATORY_RELEVANCE
component-regulatory:failure-isolation-dora-art9,regulation:dora,REGULATORY_CONTEXT,CURATED_REGULATORY_RELEVANCE
component-regulatory:failure-isolation-dora-art11,component-type:failure-isolation,MAPS_COMPONENT_TYPE,CURATED_REGULATORY_RELEVANCE
component-regulatory:failure-isolation-dora-art11,regulation:dora,REGULATORY_CONTEXT,CURATED_REGULATORY_RELEVANCE
component-regulatory:failure-isolation-nis2,component-type:failure-isolation,MAPS_COMPONENT_TYPE,CURATED_REGULATORY_RELEVANCE
component-regulatory:failure-isolation-nis2,regulation:nis2,REGULATORY_CONTEXT,CURATED_REGULATORY_RELEVANCE
component-regulatory:workload-execution-orchestration-dora,component-type:workload-execution-orchestration,MAPS_COMPONENT_TYPE,CURATED_REGULATORY_RELEVANCE
component-regulatory:workload-execution-orchestration-dora,regulation:dora,REGULATORY_CONTEXT,CURATED_REGULATORY_RELEVANCE
component-regulatory:workload-execution-orchestration-nist-800-53,component-type:workload-execution-orchestration,MAPS_COMPONENT_TYPE,CURATED_REGULATORY_RELEVANCE
component-regulatory:workload-execution-orchestration-nist-800-53,regulation:nist-800-53,REGULATORY_CONTEXT,CURATED_REGULATORY_RELEVANCE
component-regulatory:workload-execution-orchestration-bcbs-239,component-type:workload-execution-orchestration,MAPS_COMPONENT_TYPE,CURATED_REGULATORY_RELEVANCE
component-regulatory:workload-execution-orchestration-bcbs-239,regulation:bcbs-239,REGULATORY_CONTEXT,CURATED_REGULATORY_RELEVANCE
component-regulatory:data-product-definition-gdpr,component-type:data-product-definition,MAPS_COMPONENT_TYPE,CURATED_REGULATORY_RELEVANCE
component-regulatory:data-product-definition-gdpr,regulation:gdpr,REGULATORY_CONTEXT,CURATED_REGULATORY_RELEVANCE
component-regulatory:data-contract-definition-gdpr,component-type:data-contract-definition,MAPS_COMPONENT_TYPE,CURATED_REGULATORY_RELEVANCE
component-regulatory:data-contract-definition-gdpr,regulation:gdpr,REGULATORY_CONTEXT,CURATED_REGULATORY_RELEVANCE
component-regulatory:semantic-description-iso-11179,component-type:semantic-description,MAPS_COMPONENT_TYPE,CURATED_REGULATORY_RELEVANCE
component-regulatory:semantic-description-iso-11179,regulation:iso-11179,REGULATORY_CONTEXT,CURATED_REGULATORY_RELEVANCE
product:retail-stock-data-product,personal-data-posture:no-pii,HAS_PERSONAL_DATA_POSTURE,CURATED_PRODUCT_EXAMPLE
product:retail-stock-data-product,industry-vertical:retail,IN_INDUSTRY_VERTICAL,CURATED_PRODUCT_EXAMPLE
product:banking-customer-data-product,personal-data-posture:pii,HAS_PERSONAL_DATA_POSTURE,CURATED_PRODUCT_EXAMPLE
product:banking-customer-data-product,industry-vertical:banking,IN_INDUSTRY_VERTICAL,CURATED_PRODUCT_EXAMPLE
product:health-customer-data-product,personal-data-posture:pii,HAS_PERSONAL_DATA_POSTURE,CURATED_PRODUCT_EXAMPLE
product:health-customer-data-product,industry-vertical:health,IN_INDUSTRY_VERTICAL,CURATED_PRODUCT_EXAMPLE
product:insurance-policy-data-product,personal-data-posture:pii,HAS_PERSONAL_DATA_POSTURE,CURATED_PRODUCT_EXAMPLE
product:insurance-policy-data-product,industry-vertical:insurance,IN_INDUSTRY_VERTICAL,CURATED_PRODUCT_EXAMPLE
product:insurance-claims-data-product,personal-data-posture:pii,HAS_PERSONAL_DATA_POSTURE,CURATED_PRODUCT_EXAMPLE
product:insurance-claims-data-product,industry-vertical:insurance,IN_INDUSTRY_VERTICAL,CURATED_PRODUCT_EXAMPLE
product:capital-markets-trade-data-product,personal-data-posture:no-pii,HAS_PERSONAL_DATA_POSTURE,CURATED_PRODUCT_EXAMPLE
product:capital-markets-trade-data-product,industry-vertical:banking,IN_INDUSTRY_VERTICAL,CURATED_PRODUCT_EXAMPLE
product:wealth-client-portfolio-data-product,personal-data-posture:pii,HAS_PERSONAL_DATA_POSTURE,CURATED_PRODUCT_EXAMPLE
product:wealth-client-portfolio-data-product,industry-vertical:banking,IN_INDUSTRY_VERTICAL,CURATED_PRODUCT_EXAMPLE
product:retail-customer-loyalty-data-product,personal-data-posture:pii,HAS_PERSONAL_DATA_POSTURE,CURATED_PRODUCT_EXAMPLE
product:retail-customer-loyalty-data-product,industry-vertical:retail,IN_INDUSTRY_VERTICAL,CURATED_PRODUCT_EXAMPLE
product:hospital-admissions-data-product,personal-data-posture:pii,HAS_PERSONAL_DATA_POSTURE,CURATED_PRODUCT_EXAMPLE
product:hospital-admissions-data-product,industry-vertical:health,IN_INDUSTRY_VERTICAL,CURATED_PRODUCT_EXAMPLE
product:care-home-resident-data-product,personal-data-posture:pii,HAS_PERSONAL_DATA_POSTURE,CURATED_PRODUCT_EXAMPLE
product:care-home-resident-data-product,industry-vertical:health,IN_INDUSTRY_VERTICAL,CURATED_PRODUCT_EXAMPLE
product-standard:retail-stock-odps,product:retail-stock-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:retail-stock-odps,standard:odps,CONSIDERS_STANDARD,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:retail-stock-odcs,product:retail-stock-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:retail-stock-odcs,standard:odcs,CONSIDERS_STANDARD,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:retail-stock-dbt,product:retail-stock-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:retail-stock-dbt,standard:dbt,CONSIDERS_STANDARD,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:retail-stock-openlineage,product:retail-stock-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:retail-stock-openlineage,standard:openlineage,CONSIDERS_STANDARD,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:retail-stock-openlineage,mapping-relation:no-coverage,HAS_MAPPING_RELATION,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:retail-stock-iceberg,product:retail-stock-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:retail-stock-iceberg,standard:iceberg,CONSIDERS_STANDARD,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:retail-stock-iceberg,mapping-relation:no-coverage,HAS_MAPPING_RELATION,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:banking-customer-odps,product:banking-customer-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:banking-customer-odps,standard:odps,CONSIDERS_STANDARD,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:banking-customer-odcs,product:banking-customer-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:banking-customer-odcs,standard:odcs,CONSIDERS_STANDARD,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:banking-customer-openlineage,product:banking-customer-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:banking-customer-openlineage,standard:openlineage,CONSIDERS_STANDARD,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:health-customer-odps,product:health-customer-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:health-customer-odps,standard:odps,CONSIDERS_STANDARD,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:health-customer-odcs,product:health-customer-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:health-customer-odcs,standard:odcs,CONSIDERS_STANDARD,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:insurance-policy-odps,product:insurance-policy-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:insurance-policy-odps,standard:odps,CONSIDERS_STANDARD,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:insurance-policy-odcs,product:insurance-policy-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:insurance-policy-odcs,standard:odcs,CONSIDERS_STANDARD,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:insurance-claims-odps,product:insurance-claims-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:insurance-claims-odps,standard:odps,CONSIDERS_STANDARD,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:insurance-claims-odcs,product:insurance-claims-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:insurance-claims-odcs,standard:odcs,CONSIDERS_STANDARD,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:capital-markets-trade-odps,product:capital-markets-trade-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:capital-markets-trade-odps,standard:odps,CONSIDERS_STANDARD,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:capital-markets-trade-odcs,product:capital-markets-trade-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:capital-markets-trade-odcs,standard:odcs,CONSIDERS_STANDARD,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:capital-markets-trade-iceberg,product:capital-markets-trade-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:capital-markets-trade-iceberg,standard:iceberg,CONSIDERS_STANDARD,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:capital-markets-trade-openlineage,product:capital-markets-trade-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:capital-markets-trade-openlineage,standard:openlineage,CONSIDERS_STANDARD,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:wealth-client-portfolio-odps,product:wealth-client-portfolio-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:wealth-client-portfolio-odps,standard:odps,CONSIDERS_STANDARD,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:wealth-client-portfolio-odcs,product:wealth-client-portfolio-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:wealth-client-portfolio-odcs,standard:odcs,CONSIDERS_STANDARD,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:retail-customer-loyalty-odps,product:retail-customer-loyalty-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:retail-customer-loyalty-odps,standard:odps,CONSIDERS_STANDARD,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:retail-customer-loyalty-odcs,product:retail-customer-loyalty-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:retail-customer-loyalty-odcs,standard:odcs,CONSIDERS_STANDARD,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:hospital-admissions-odps,product:hospital-admissions-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:hospital-admissions-odps,standard:odps,CONSIDERS_STANDARD,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:hospital-admissions-odcs,product:hospital-admissions-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:hospital-admissions-odcs,standard:odcs,CONSIDERS_STANDARD,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:care-home-resident-odps,product:care-home-resident-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:care-home-resident-odps,standard:odps,CONSIDERS_STANDARD,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:care-home-resident-odcs,product:care-home-resident-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:care-home-resident-odcs,standard:odcs,CONSIDERS_STANDARD,CURATED_PRODUCT_STANDARD_RELEVANCE
product-regulatory:banking-customer-gdpr,product:banking-customer-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_REGULATORY_RELEVANCE
product-regulatory:banking-customer-gdpr,regulation:gdpr,CONSIDERS_REGULATION,CURATED_PRODUCT_REGULATORY_RELEVANCE
product-regulatory:banking-customer-dora,product:banking-customer-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_REGULATORY_RELEVANCE
product-regulatory:banking-customer-dora,regulation:dora,CONSIDERS_REGULATION,CURATED_PRODUCT_REGULATORY_RELEVANCE
product-regulatory:health-customer-hipaa,product:health-customer-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_REGULATORY_RELEVANCE
product-regulatory:health-customer-hipaa,regulation:hipaa,CONSIDERS_REGULATION,CURATED_PRODUCT_REGULATORY_RELEVANCE
product-regulatory:insurance-policy-gdpr,product:insurance-policy-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_REGULATORY_RELEVANCE
product-regulatory:insurance-policy-gdpr,regulation:gdpr,CONSIDERS_REGULATION,CURATED_PRODUCT_REGULATORY_RELEVANCE
product-regulatory:insurance-claims-gdpr,product:insurance-claims-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_REGULATORY_RELEVANCE
product-regulatory:insurance-claims-gdpr,regulation:gdpr,CONSIDERS_REGULATION,CURATED_PRODUCT_REGULATORY_RELEVANCE
product-regulatory:insurance-claims-iso-27001,product:insurance-claims-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_REGULATORY_RELEVANCE
product-regulatory:insurance-claims-iso-27001,regulation:iso-27001,CONSIDERS_REGULATION,CURATED_PRODUCT_REGULATORY_RELEVANCE
product-regulatory:capital-markets-trade-bcbs-239,product:capital-markets-trade-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_REGULATORY_RELEVANCE
product-regulatory:capital-markets-trade-bcbs-239,regulation:bcbs-239,CONSIDERS_REGULATION,CURATED_PRODUCT_REGULATORY_RELEVANCE
product-regulatory:capital-markets-trade-dora,product:capital-markets-trade-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_REGULATORY_RELEVANCE
product-regulatory:capital-markets-trade-dora,regulation:dora,CONSIDERS_REGULATION,CURATED_PRODUCT_REGULATORY_RELEVANCE
product-regulatory:wealth-client-portfolio-gdpr,product:wealth-client-portfolio-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_REGULATORY_RELEVANCE
product-regulatory:wealth-client-portfolio-gdpr,regulation:gdpr,CONSIDERS_REGULATION,CURATED_PRODUCT_REGULATORY_RELEVANCE
product-regulatory:wealth-client-portfolio-dora,product:wealth-client-portfolio-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_REGULATORY_RELEVANCE
product-regulatory:wealth-client-portfolio-dora,regulation:dora,CONSIDERS_REGULATION,CURATED_PRODUCT_REGULATORY_RELEVANCE
product-regulatory:wealth-client-portfolio-bcbs-239,product:wealth-client-portfolio-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_REGULATORY_RELEVANCE
product-regulatory:wealth-client-portfolio-bcbs-239,regulation:bcbs-239,CONSIDERS_REGULATION,CURATED_PRODUCT_REGULATORY_RELEVANCE
product-regulatory:retail-customer-loyalty-gdpr,product:retail-customer-loyalty-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_REGULATORY_RELEVANCE
product-regulatory:retail-customer-loyalty-gdpr,regulation:gdpr,CONSIDERS_REGULATION,CURATED_PRODUCT_REGULATORY_RELEVANCE
product-regulatory:retail-customer-loyalty-ccpa-cpra,product:retail-customer-loyalty-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_REGULATORY_RELEVANCE
product-regulatory:retail-customer-loyalty-ccpa-cpra,regulation:ccpa-cpra,CONSIDERS_REGULATION,CURATED_PRODUCT_REGULATORY_RELEVANCE
product-regulatory:hospital-admissions-hipaa,product:hospital-admissions-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_REGULATORY_RELEVANCE
product-regulatory:hospital-admissions-hipaa,regulation:hipaa,CONSIDERS_REGULATION,CURATED_PRODUCT_REGULATORY_RELEVANCE
product-regulatory:care-home-resident-gdpr,product:care-home-resident-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_REGULATORY_RELEVANCE
product-regulatory:care-home-resident-gdpr,regulation:gdpr,CONSIDERS_REGULATION,CURATED_PRODUCT_REGULATORY_RELEVANCE
product:public-sector-reference-codes-data-product,personal-data-posture:no-pii,HAS_PERSONAL_DATA_POSTURE,CURATED_PRODUCT_EXAMPLE
product:public-sector-reference-codes-data-product,industry-vertical:public-sector,IN_INDUSTRY_VERTICAL,CURATED_PRODUCT_EXAMPLE
product:telecoms-subscriber-data-product,personal-data-posture:pii,HAS_PERSONAL_DATA_POSTURE,CURATED_PRODUCT_EXAMPLE
product:telecoms-subscriber-data-product,industry-vertical:telecoms,IN_INDUSTRY_VERTICAL,CURATED_PRODUCT_EXAMPLE
product-standard:public-sector-reference-codes-odps,product:public-sector-reference-codes-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:public-sector-reference-codes-odps,standard:odps,CONSIDERS_STANDARD,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:public-sector-reference-codes-odcs,product:public-sector-reference-codes-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:public-sector-reference-codes-odcs,standard:odcs,CONSIDERS_STANDARD,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:public-sector-reference-codes-json-schema,product:public-sector-reference-codes-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:public-sector-reference-codes-json-schema,standard:json-schema,CONSIDERS_STANDARD,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:public-sector-reference-codes-dcat,product:public-sector-reference-codes-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:public-sector-reference-codes-dcat,standard:dcat,CONSIDERS_STANDARD,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:telecoms-subscriber-odps,product:telecoms-subscriber-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:telecoms-subscriber-odps,standard:odps,CONSIDERS_STANDARD,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:telecoms-subscriber-odcs,product:telecoms-subscriber-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_STANDARD_RELEVANCE
product-standard:telecoms-subscriber-odcs,standard:odcs,CONSIDERS_STANDARD,CURATED_PRODUCT_STANDARD_RELEVANCE
product-regulatory:public-sector-reference-codes-iso-11179,product:public-sector-reference-codes-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_REGULATORY_RELEVANCE
product-regulatory:public-sector-reference-codes-iso-11179,regulation:iso-11179,CONSIDERS_REGULATION,CURATED_PRODUCT_REGULATORY_RELEVANCE
product-regulatory:telecoms-subscriber-gdpr,product:telecoms-subscriber-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_REGULATORY_RELEVANCE
product-regulatory:telecoms-subscriber-gdpr,regulation:gdpr,CONSIDERS_REGULATION,CURATED_PRODUCT_REGULATORY_RELEVANCE
product-regulatory:telecoms-subscriber-nis2,product:telecoms-subscriber-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_REGULATORY_RELEVANCE
product-regulatory:telecoms-subscriber-nis2,regulation:nis2,CONSIDERS_REGULATION,CURATED_PRODUCT_REGULATORY_RELEVANCE
component-mapping:source-connectivity-kafka,component-type:source-connectivity,MAPS_COMPONENT_TYPE,CURATED_DESIGN_MAPPING
component-mapping:source-connectivity-kafka,standard:kafka,IMPLEMENTATION_OPTION,CURATED_DESIGN_MAPPING
component-mapping:workload-execution-orchestration-spark,component-type:workload-execution-orchestration,MAPS_COMPONENT_TYPE,CURATED_DESIGN_MAPPING
component-mapping:workload-execution-orchestration-spark,standard:spark,IMPLEMENTATION_OPTION,CURATED_DESIGN_MAPPING
component-mapping:store-write-data-product-parquet,component-type:store-write-data-product,MAPS_COMPONENT_TYPE,CURATED_DESIGN_MAPPING
component-mapping:store-write-data-product-parquet,standard:parquet,IMPLEMENTATION_OPTION,CURATED_DESIGN_MAPPING
component-mapping:data-contract-definition-json-schema,component-type:data-contract-definition,MAPS_COMPONENT_TYPE,CURATED_DESIGN_MAPPING
component-mapping:data-contract-definition-json-schema,standard:json-schema,IMPLEMENTATION_OPTION,CURATED_DESIGN_MAPPING
component-mapping:data-contract-definition-openapi,component-type:data-contract-definition,MAPS_COMPONENT_TYPE,CURATED_DESIGN_MAPPING
component-mapping:data-contract-definition-openapi,standard:openapi,IMPLEMENTATION_OPTION,CURATED_DESIGN_MAPPING
component-mapping:data-contract-definition-avro,component-type:data-contract-definition,MAPS_COMPONENT_TYPE,CURATED_DESIGN_MAPPING
component-mapping:data-contract-definition-avro,standard:avro,IMPLEMENTATION_OPTION,CURATED_DESIGN_MAPPING
component-regulatory:trigger-invocation-nist-800-53,component-type:trigger-invocation,MAPS_COMPONENT_TYPE,CURATED_REGULATORY_RELEVANCE
component-regulatory:trigger-invocation-nist-800-53,regulation:nist-800-53,REGULATORY_CONTEXT,CURATED_REGULATORY_RELEVANCE
component-regulatory:workload-planning-dora,component-type:workload-planning,MAPS_COMPONENT_TYPE,CURATED_REGULATORY_RELEVANCE
component-regulatory:workload-planning-dora,regulation:dora,REGULATORY_CONTEXT,CURATED_REGULATORY_RELEVANCE
component-regulatory:store-write-data-product-bcbs-239,component-type:store-write-data-product,MAPS_COMPONENT_TYPE,CURATED_REGULATORY_RELEVANCE
component-regulatory:store-write-data-product-bcbs-239,regulation:bcbs-239,REGULATORY_CONTEXT,CURATED_REGULATORY_RELEVANCE
component-regulatory:lineage-emission-bcbs-239,component-type:lineage-emission,MAPS_COMPONENT_TYPE,CURATED_REGULATORY_RELEVANCE
component-regulatory:lineage-emission-bcbs-239,regulation:bcbs-239,REGULATORY_CONTEXT,CURATED_REGULATORY_RELEVANCE
component-regulatory:secure-read-access-iso-27001,component-type:secure-read-access,MAPS_COMPONENT_TYPE,CURATED_REGULATORY_RELEVANCE
component-regulatory:secure-read-access-iso-27001,regulation:iso-27001,REGULATORY_CONTEXT,CURATED_REGULATORY_RELEVANCE
product:retail-stock-data-product,jurisdiction:global,HAS_DESIGN_JURISDICTION,CURATED_PRODUCT_EXAMPLE
product:banking-customer-data-product,jurisdiction:uk,HAS_DESIGN_JURISDICTION,CURATED_PRODUCT_EXAMPLE
product:banking-customer-data-product,jurisdiction:eu,HAS_DESIGN_JURISDICTION,CURATED_PRODUCT_EXAMPLE
product:health-customer-data-product,jurisdiction:us,HAS_DESIGN_JURISDICTION,CURATED_PRODUCT_EXAMPLE
product:insurance-policy-data-product,jurisdiction:eu,HAS_DESIGN_JURISDICTION,CURATED_PRODUCT_EXAMPLE
product:insurance-policy-data-product,jurisdiction:uk,HAS_DESIGN_JURISDICTION,CURATED_PRODUCT_EXAMPLE
product:insurance-claims-data-product,jurisdiction:eu,HAS_DESIGN_JURISDICTION,CURATED_PRODUCT_EXAMPLE
product:insurance-claims-data-product,jurisdiction:uk,HAS_DESIGN_JURISDICTION,CURATED_PRODUCT_EXAMPLE
product:capital-markets-trade-data-product,jurisdiction:eu,HAS_DESIGN_JURISDICTION,CURATED_PRODUCT_EXAMPLE
product:capital-markets-trade-data-product,jurisdiction:global,HAS_DESIGN_JURISDICTION,CURATED_PRODUCT_EXAMPLE
product:wealth-client-portfolio-data-product,jurisdiction:uk,HAS_DESIGN_JURISDICTION,CURATED_PRODUCT_EXAMPLE
product:wealth-client-portfolio-data-product,jurisdiction:eu,HAS_DESIGN_JURISDICTION,CURATED_PRODUCT_EXAMPLE
product:retail-customer-loyalty-data-product,jurisdiction:us,HAS_DESIGN_JURISDICTION,CURATED_PRODUCT_EXAMPLE
product:retail-customer-loyalty-data-product,jurisdiction:eu,HAS_DESIGN_JURISDICTION,CURATED_PRODUCT_EXAMPLE
product:hospital-admissions-data-product,jurisdiction:us,HAS_DESIGN_JURISDICTION,CURATED_PRODUCT_EXAMPLE
product:care-home-resident-data-product,jurisdiction:uk,HAS_DESIGN_JURISDICTION,CURATED_PRODUCT_EXAMPLE
product:care-home-resident-data-product,jurisdiction:eu,HAS_DESIGN_JURISDICTION,CURATED_PRODUCT_EXAMPLE
product:public-sector-reference-codes-data-product,jurisdiction:uk,HAS_DESIGN_JURISDICTION,CURATED_PRODUCT_EXAMPLE
product:public-sector-reference-codes-data-product,jurisdiction:eu,HAS_DESIGN_JURISDICTION,CURATED_PRODUCT_EXAMPLE
product:telecoms-subscriber-data-product,jurisdiction:eu,HAS_DESIGN_JURISDICTION,CURATED_PRODUCT_EXAMPLE
product-standard:public-sector-reference-codes-odpspec,product:public-sector-reference-codes-data-product,FOR_DATA_PRODUCT,CURATED_PRODUCT_STANDARD_RELEVANCE
