:START_ID,:END_ID,:TYPE,evidenceStatus
standard:mcp,standard-category:ai-interfaces,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:mcp,assessment:mcp,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:mcp,standard:mcp,ASSESSES,DIRECT_OBSERVATION
assessment:mcp,judgement:adopt,JUDGED_AS,DIRECT_OBSERVATION
assessment:mcp,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:mcp,governance:foundation,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:a2a,standard-category:ai-interfaces,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:a2a,assessment:a2a,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:a2a,standard:a2a,ASSESSES,DIRECT_OBSERVATION
assessment:a2a,judgement:situational,JUDGED_AS,DIRECT_OBSERVATION
assessment:a2a,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:a2a,governance:foundation,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:s3,standard-category:storage-systems,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:s3,assessment:s3,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:s3,standard:s3,ASSESSES,DIRECT_OBSERVATION
assessment:s3,judgement:adopt,JUDGED_AS,DIRECT_OBSERVATION
assessment:s3,tier:vendor,HAS_TIER,DIRECT_OBSERVATION
standard:s3,governance:vendor-led,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:ossie,standard-category:semantics,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:ossie,assessment:ossie,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:ossie,standard:ossie,ASSESSES,DIRECT_OBSERVATION
assessment:ossie,judgement:assess,JUDGED_AS,DIRECT_OBSERVATION
assessment:ossie,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:ossie,governance:foundation,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:rdf-owl,standard-category:semantics,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:rdf-owl,assessment:rdf-owl,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:rdf-owl,standard:rdf-owl,ASSESSES,DIRECT_OBSERVATION
assessment:rdf-owl,judgement:situational,JUDGED_AS,DIRECT_OBSERVATION
assessment:rdf-owl,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:rdf-owl,governance:formal-standard,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:dcat,standard-category:semantics,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:dcat,assessment:dcat,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:dcat,standard:dcat,ASSESSES,DIRECT_OBSERVATION
assessment:dcat,judgement:situational,JUDGED_AS,DIRECT_OBSERVATION
assessment:dcat,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:dcat,governance:formal-standard,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:skos,standard-category:semantics,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:skos,assessment:skos,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:skos,standard:skos,ASSESSES,DIRECT_OBSERVATION
assessment:skos,judgement:situational,JUDGED_AS,DIRECT_OBSERVATION
assessment:skos,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:skos,governance:formal-standard,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:shacl,standard-category:semantics,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:shacl,assessment:shacl,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:shacl,standard:shacl,ASSESSES,DIRECT_OBSERVATION
assessment:shacl,judgement:situational,JUDGED_AS,DIRECT_OBSERVATION
assessment:shacl,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:shacl,governance:formal-standard,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:json-ld,standard-category:semantics,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:json-ld,assessment:json-ld,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:json-ld,standard:json-ld,ASSESSES,DIRECT_OBSERVATION
assessment:json-ld,judgement:situational,JUDGED_AS,DIRECT_OBSERVATION
assessment:json-ld,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:json-ld,governance:formal-standard,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:sparql,standard-category:query,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:sparql,assessment:sparql,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:sparql,standard:sparql,ASSESSES,DIRECT_OBSERVATION
assessment:sparql,judgement:situational,JUDGED_AS,DIRECT_OBSERVATION
assessment:sparql,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:sparql,governance:formal-standard,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:hdfs,standard-category:storage-systems,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:hdfs,assessment:hdfs,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:hdfs,standard:hdfs,ASSESSES,DIRECT_OBSERVATION
assessment:hdfs,judgement:caution,JUDGED_AS,DIRECT_OBSERVATION
assessment:hdfs,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:hdfs,governance:foundation,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:jdbc,standard-category:database-connectivity,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:jdbc,assessment:jdbc,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:jdbc,standard:jdbc,ASSESSES,DIRECT_OBSERVATION
assessment:jdbc,judgement:adopt,JUDGED_AS,DIRECT_OBSERVATION
assessment:jdbc,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:jdbc,governance:formal-standard,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:odbc,standard-category:database-connectivity,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:odbc,assessment:odbc,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:odbc,standard:odbc,ASSESSES,DIRECT_OBSERVATION
assessment:odbc,judgement:adopt,JUDGED_AS,DIRECT_OBSERVATION
assessment:odbc,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:odbc,governance:formal-standard,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:xmla,standard-category:database-connectivity,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:xmla,assessment:xmla,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:xmla,standard:xmla,ASSESSES,DIRECT_OBSERVATION
assessment:xmla,judgement:caution,JUDGED_AS,DIRECT_OBSERVATION
assessment:xmla,tier:legacy,HAS_TIER,DIRECT_OBSERVATION
standard:xmla,governance:vendor-led,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:adbc,standard-category:database-connectivity,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:adbc,assessment:adbc,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:adbc,standard:adbc,ASSESSES,DIRECT_OBSERVATION
assessment:adbc,judgement:adopt,JUDGED_AS,DIRECT_OBSERVATION
assessment:adbc,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:adbc,governance:foundation,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:quack,standard-category:database-connectivity,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:quack,assessment:quack,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:quack,standard:quack,ASSESSES,DIRECT_OBSERVATION
assessment:quack,judgement:assess,JUDGED_AS,DIRECT_OBSERVATION
assessment:quack,tier:emerging,HAS_TIER,DIRECT_OBSERVATION
standard:quack,governance:vendor-led,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:http,standard-category:interconnection,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:http,assessment:http,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:http,standard:http,ASSESSES,DIRECT_OBSERVATION
assessment:http,judgement:adopt,JUDGED_AS,DIRECT_OBSERVATION
assessment:http,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:http,governance:formal-standard,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:kafka,standard-category:messaging,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:kafka,assessment:kafka,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:kafka,standard:kafka,ASSESSES,DIRECT_OBSERVATION
assessment:kafka,judgement:adopt,JUDGED_AS,DIRECT_OBSERVATION
assessment:kafka,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:kafka,governance:foundation,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:mqtt,standard-category:messaging,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:mqtt,assessment:mqtt,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:mqtt,standard:mqtt,ASSESSES,DIRECT_OBSERVATION
assessment:mqtt,judgement:situational,JUDGED_AS,DIRECT_OBSERVATION
assessment:mqtt,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:mqtt,governance:formal-standard,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:cloudevents,standard-category:messaging,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:cloudevents,assessment:cloudevents,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:cloudevents,standard:cloudevents,ASSESSES,DIRECT_OBSERVATION
assessment:cloudevents,judgement:adopt,JUDGED_AS,DIRECT_OBSERVATION
assessment:cloudevents,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:cloudevents,governance:foundation,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:amqp,standard-category:messaging,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:amqp,assessment:amqp,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:amqp,standard:amqp,ASSESSES,DIRECT_OBSERVATION
assessment:amqp,judgement:situational,JUDGED_AS,DIRECT_OBSERVATION
assessment:amqp,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:amqp,governance:formal-standard,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:jms,standard-category:messaging,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:jms,assessment:jms,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:jms,standard:jms,ASSESSES,DIRECT_OBSERVATION
assessment:jms,judgement:caution,JUDGED_AS,DIRECT_OBSERVATION
assessment:jms,tier:legacy,HAS_TIER,DIRECT_OBSERVATION
standard:jms,governance:formal-standard,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:ftp,standard-category:interconnection,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:ftp,assessment:ftp,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:ftp,standard:ftp,ASSESSES,DIRECT_OBSERVATION
assessment:ftp,judgement:caution,JUDGED_AS,DIRECT_OBSERVATION
assessment:ftp,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:ftp,governance:formal-standard,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:deltasharing,standard-category:interconnection,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:deltasharing,assessment:deltasharing,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:deltasharing,standard:deltasharing,ASSESSES,DIRECT_OBSERVATION
assessment:deltasharing,judgement:situational,JUDGED_AS,DIRECT_OBSERVATION
assessment:deltasharing,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:deltasharing,governance:foundation,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:dataframe,standard-category:in-memory-format,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:dataframe,assessment:dataframe,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:dataframe,standard:dataframe,ASSESSES,DIRECT_OBSERVATION
assessment:dataframe,judgement:adopt,JUDGED_AS,DIRECT_OBSERVATION
assessment:dataframe,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:dataframe,governance:community,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:arrow,standard-category:in-memory-format,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:arrow,assessment:arrow,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:arrow,standard:arrow,ASSESSES,DIRECT_OBSERVATION
assessment:arrow,judgement:adopt,JUDGED_AS,DIRECT_OBSERVATION
assessment:arrow,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:arrow,governance:foundation,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:spark,standard-category:processing,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:spark,assessment:spark,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:spark,standard:spark,ASSESSES,DIRECT_OBSERVATION
assessment:spark,judgement:adopt,JUDGED_AS,DIRECT_OBSERVATION
assessment:spark,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:spark,governance:foundation,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:beam,standard-category:processing,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:beam,assessment:beam,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:beam,standard:beam,ASSESSES,DIRECT_OBSERVATION
assessment:beam,judgement:situational,JUDGED_AS,DIRECT_OBSERVATION
assessment:beam,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:beam,governance:foundation,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:pandas,standard-category:processing,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:pandas,assessment:pandas,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:pandas,standard:pandas,ASSESSES,DIRECT_OBSERVATION
assessment:pandas,judgement:adopt,JUDGED_AS,DIRECT_OBSERVATION
assessment:pandas,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:pandas,governance:community,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:ibis,standard-category:processing,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:ibis,assessment:ibis,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:ibis,standard:ibis,ASSESSES,DIRECT_OBSERVATION
assessment:ibis,judgement:assess,JUDGED_AS,DIRECT_OBSERVATION
assessment:ibis,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:ibis,governance:community,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:sql-dml,standard-category:processing,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:sql-dml,assessment:sql-dml,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:sql-dml,standard:sql-dml,ASSESSES,DIRECT_OBSERVATION
assessment:sql-dml,judgement:adopt,JUDGED_AS,DIRECT_OBSERVATION
assessment:sql-dml,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:sql-dml,governance:formal-standard,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:xslt,standard-category:processing,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:xslt,assessment:xslt,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:xslt,standard:xslt,ASSESSES,DIRECT_OBSERVATION
assessment:xslt,judgement:caution,JUDGED_AS,DIRECT_OBSERVATION
assessment:xslt,tier:legacy,HAS_TIER,DIRECT_OBSERVATION
standard:xslt,governance:formal-standard,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:linkml,standard-category:schema,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:linkml,assessment:linkml,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:linkml,standard:linkml,ASSESSES,DIRECT_OBSERVATION
assessment:linkml,judgement:assess,JUDGED_AS,DIRECT_OBSERVATION
assessment:linkml,tier:stable,HAS_TIER,DIRECT_OBSERVATION
assessment:linkml,tier:niche,HAS_TIER,DIRECT_OBSERVATION
standard:linkml,governance:community,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:schemaorg,standard-category:semantics,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:schemaorg,assessment:schemaorg,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:schemaorg,standard:schemaorg,ASSESSES,DIRECT_OBSERVATION
assessment:schemaorg,judgement:assess,JUDGED_AS,DIRECT_OBSERVATION
assessment:schemaorg,tier:stable,HAS_TIER,DIRECT_OBSERVATION
assessment:schemaorg,tier:niche,HAS_TIER,DIRECT_OBSERVATION
standard:schemaorg,governance:formal-standard,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:shex,standard-category:semantics,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:shex,assessment:shex,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:shex,standard:shex,ASSESSES,DIRECT_OBSERVATION
assessment:shex,judgement:assess,JUDGED_AS,DIRECT_OBSERVATION
assessment:shex,tier:stable,HAS_TIER,DIRECT_OBSERVATION
assessment:shex,tier:niche,HAS_TIER,DIRECT_OBSERVATION
standard:shex,governance:formal-standard,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:odrl,standard-category:policies,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:odrl,assessment:odrl,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:odrl,standard:odrl,ASSESSES,DIRECT_OBSERVATION
assessment:odrl,judgement:assess,JUDGED_AS,DIRECT_OBSERVATION
assessment:odrl,tier:stable,HAS_TIER,DIRECT_OBSERVATION
assessment:odrl,tier:niche,HAS_TIER,DIRECT_OBSERVATION
standard:odrl,governance:formal-standard,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:prov,standard-category:lineage,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:prov,assessment:prov,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:prov,standard:prov,ASSESSES,DIRECT_OBSERVATION
assessment:prov,judgement:assess,JUDGED_AS,DIRECT_OBSERVATION
assessment:prov,tier:stable,HAS_TIER,DIRECT_OBSERVATION
assessment:prov,tier:niche,HAS_TIER,DIRECT_OBSERVATION
standard:prov,governance:formal-standard,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:gql,standard-category:query,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:gql,assessment:gql,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:gql,standard:gql,ASSESSES,DIRECT_OBSERVATION
assessment:gql,judgement:situational,JUDGED_AS,DIRECT_OBSERVATION
assessment:gql,tier:stable,HAS_TIER,DIRECT_OBSERVATION
assessment:gql,tier:niche,HAS_TIER,DIRECT_OBSERVATION
standard:gql,governance:formal-standard,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:odata,standard-category:contracts,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:odata,assessment:odata,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:odata,standard:odata,ASSESSES,DIRECT_OBSERVATION
assessment:odata,judgement:situational,JUDGED_AS,DIRECT_OBSERVATION
assessment:odata,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:odata,governance:formal-standard,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:frictionless-table-schema,standard-category:schema,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:frictionless-table-schema,assessment:frictionless-table-schema,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:frictionless-table-schema,standard:frictionless-table-schema,ASSESSES,DIRECT_OBSERVATION
assessment:frictionless-table-schema,judgement:assess,JUDGED_AS,DIRECT_OBSERVATION
assessment:frictionless-table-schema,tier:stable,HAS_TIER,DIRECT_OBSERVATION
assessment:frictionless-table-schema,tier:niche,HAS_TIER,DIRECT_OBSERVATION
standard:frictionless-table-schema,governance:community,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:airflow,standard-category:processing,IN_STANDARD_CATEGORY,OFFICIAL_SOURCE_EXTENSION
standard:airflow,assessment:airflow,HAS_ASSESSMENT,EDITORIAL_ASSESSMENT
assessment:airflow,standard:airflow,ASSESSES,EDITORIAL_ASSESSMENT
assessment:airflow,judgement:situational,JUDGED_AS,EDITORIAL_ASSESSMENT
assessment:airflow,tier:stable,HAS_TIER,EDITORIAL_ASSESSMENT
standard:airflow,governance:foundation,HAS_GOVERNANCE_TYPE,OFFICIAL_SOURCE_EXTENSION
standard:prefect,standard-category:processing,IN_STANDARD_CATEGORY,OFFICIAL_SOURCE_EXTENSION
standard:prefect,assessment:prefect,HAS_ASSESSMENT,EDITORIAL_ASSESSMENT
assessment:prefect,standard:prefect,ASSESSES,EDITORIAL_ASSESSMENT
assessment:prefect,judgement:assess,JUDGED_AS,EDITORIAL_ASSESSMENT
assessment:prefect,tier:vendor,HAS_TIER,EDITORIAL_ASSESSMENT
standard:prefect,governance:vendor-led,HAS_GOVERNANCE_TYPE,OFFICIAL_SOURCE_EXTENSION
standard:temporal,standard-category:processing,IN_STANDARD_CATEGORY,OFFICIAL_SOURCE_EXTENSION
standard:temporal,assessment:temporal,HAS_ASSESSMENT,EDITORIAL_ASSESSMENT
assessment:temporal,standard:temporal,ASSESSES,EDITORIAL_ASSESSMENT
assessment:temporal,judgement:situational,JUDGED_AS,EDITORIAL_ASSESSMENT
assessment:temporal,tier:vendor,HAS_TIER,EDITORIAL_ASSESSMENT
standard:temporal,governance:vendor-led,HAS_GOVERNANCE_TYPE,OFFICIAL_SOURCE_EXTENSION
regulation:gdpr,regulation-category:eu-data-and-ai-acts,IN_REGULATION_CATEGORY,DIRECT_OBSERVATION
regulation:gdpr,jurisdiction:eu,APPLIES_IN,NORMALISED_FROM_SOURCE
regulation:gdpr,governance:law,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
regulation:eu-ai-act,regulation-category:eu-data-and-ai-acts,IN_REGULATION_CATEGORY,DIRECT_OBSERVATION
regulation:eu-ai-act,jurisdiction:eu,APPLIES_IN,NORMALISED_FROM_SOURCE
regulation:eu-ai-act,governance:law,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
regulation:eu-data-act,regulation-category:eu-data-and-ai-acts,IN_REGULATION_CATEGORY,DIRECT_OBSERVATION
regulation:eu-data-act,jurisdiction:eu,APPLIES_IN,NORMALISED_FROM_SOURCE
regulation:eu-data-act,governance:law,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
regulation:eu-dga,regulation-category:eu-data-and-ai-acts,IN_REGULATION_CATEGORY,DIRECT_OBSERVATION
regulation:eu-dga,jurisdiction:eu,APPLIES_IN,NORMALISED_FROM_SOURCE
regulation:eu-dga,governance:law,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
regulation:nis2,regulation-category:eu-resilience-and-security-acts,IN_REGULATION_CATEGORY,DIRECT_OBSERVATION
regulation:nis2,jurisdiction:eu,APPLIES_IN,NORMALISED_FROM_SOURCE
regulation:nis2,governance:law,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
regulation:dora,regulation-category:eu-resilience-and-security-acts,IN_REGULATION_CATEGORY,DIRECT_OBSERVATION
regulation:dora,jurisdiction:eu,APPLIES_IN,NORMALISED_FROM_SOURCE
regulation:dora,governance:law,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
regulation:eu-cra,regulation-category:eu-resilience-and-security-acts,IN_REGULATION_CATEGORY,DIRECT_OBSERVATION
regulation:eu-cra,jurisdiction:eu,APPLIES_IN,NORMALISED_FROM_SOURCE
regulation:eu-cra,governance:law,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
regulation:bcbs-239,regulation-category:global-and-sector-regulation,IN_REGULATION_CATEGORY,DIRECT_OBSERVATION
regulation:bcbs-239,jurisdiction:global,APPLIES_IN,NORMALISED_FROM_SOURCE
regulation:bcbs-239,governance:law,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
regulation:sox,regulation-category:global-and-sector-regulation,IN_REGULATION_CATEGORY,DIRECT_OBSERVATION
regulation:sox,jurisdiction:us,APPLIES_IN,NORMALISED_FROM_SOURCE
regulation:sox,jurisdiction:global,APPLIES_IN,NORMALISED_FROM_SOURCE
regulation:sox,governance:law,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
regulation:hipaa,regulation-category:global-and-sector-regulation,IN_REGULATION_CATEGORY,DIRECT_OBSERVATION
regulation:hipaa,jurisdiction:us,APPLIES_IN,NORMALISED_FROM_SOURCE
regulation:hipaa,governance:law,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
regulation:ccpa-cpra,regulation-category:global-and-sector-regulation,IN_REGULATION_CATEGORY,DIRECT_OBSERVATION
regulation:ccpa-cpra,jurisdiction:us,APPLIES_IN,NORMALISED_FROM_SOURCE
regulation:ccpa-cpra,governance:law,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
regulation:dama-dmbok,regulation-category:data-management-frameworks,IN_REGULATION_CATEGORY,DIRECT_OBSERVATION
regulation:dama-dmbok,jurisdiction:global,APPLIES_IN,NORMALISED_FROM_SOURCE
regulation:dama-dmbok,governance:community,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
regulation:dcam,regulation-category:data-management-frameworks,IN_REGULATION_CATEGORY,DIRECT_OBSERVATION
regulation:dcam,jurisdiction:global,APPLIES_IN,NORMALISED_FROM_SOURCE
regulation:dcam,governance:community,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
regulation:cdmc,regulation-category:data-management-frameworks,IN_REGULATION_CATEGORY,DIRECT_OBSERVATION
regulation:cdmc,jurisdiction:global,APPLIES_IN,NORMALISED_FROM_SOURCE
regulation:cdmc,governance:community,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
regulation:iso-38505,regulation-category:data-management-frameworks,IN_REGULATION_CATEGORY,DIRECT_OBSERVATION
regulation:iso-38505,jurisdiction:global,APPLIES_IN,NORMALISED_FROM_SOURCE
regulation:iso-38505,governance:formal-standard,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
regulation:iso-8000,regulation-category:metadata-and-quality,IN_REGULATION_CATEGORY,DIRECT_OBSERVATION
regulation:iso-8000,jurisdiction:global,APPLIES_IN,NORMALISED_FROM_SOURCE
regulation:iso-8000,governance:formal-standard,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
regulation:iso-11179,regulation-category:metadata-and-quality,IN_REGULATION_CATEGORY,DIRECT_OBSERVATION
regulation:iso-11179,jurisdiction:global,APPLIES_IN,NORMALISED_FROM_SOURCE
regulation:iso-11179,governance:formal-standard,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
